,id,type,english_label,longitude,latitude,english_desc
23,Q1226200,item,,19.027222222222,47.511666666667,
24,Q1226232,item,Sceaux-sur-Huisne,0.58333333333333,48.104722222222,"commune in Sarthe, France"
25,Q1226249,item,Orthodox synagogue in Brașov,25.5918,45.6399,
26,Q1226474,item,Dingo Fence,141.00056,-28.99889,Large pest-exclusion fence in Australia
27,Q1226516,item,Liebfrauenkirche,6.16417,51.6794,church
28,Q1226564,item,Saint-Ouen-en-Belin,0.21055555555556,47.833611111111,"commune in Sarthe, France"
29,Q1226569,item,Flée,0.45305555555556,47.732777777778,"commune in Sarthe, France"
30,Q1226578,item,Teillé,0.18805555555556,48.181666666667,"commune in Sarthe, France"
31,Q1226591,item,Saint-Pierre-des-Bois,-0.14055555555556,47.940277777778,"commune in Sarthe, France"
32,Q1226594,item,Coudrecieux,0.63,47.9925,"commune in Sarthe, France"
33,Q1226641,item,La Grigonnais,-1.6675,47.526666666667,"commune in Loire-Atlantique, France"
34,Q1226688,item,Dinorwic Quarry,-4.09806,53.1261,"large former slate quarry near Llanberis, Gwynedd, Wales. Now home to the National Slate Museum."
35,Q1226711,item,Dinosaur plate of Lommiswil,7.4764967,47.23667869,
36,Q1226717,item,Dinotherium-Museum,8.166414,49.705716,museum in Eppelsheim
37,Q1226728,item,Saint-Aubin-des-Coudrais,0.58472222222222,48.1725,"commune in Sarthe, France"
38,Q1226729,item,Lohberg,6.75631,51.5838,human settlement in Germany
39,Q1226803,item,Saint-Aubin-des-Châteaux,-1.4863888888889,47.72,"commune in Loire-Atlantique, France"
40,Q1226920,item,Valle Aurelia metro station,12.442538,41.902677,Rome Metro station
41,Q1226960,item,Écrille,5.6311111111111,46.505833333333,"commune in Jura, France"
42,Q1227022,item,Dionysiuskirche,8.59274,53.5667,church
43,Q1227025,item,Dionysiuskirche Debstedt,8.64095,53.6205,church
44,Q1227058,item,Loubeyrat,3.0105555555556,45.935833333333,"commune in Puy-de-Dôme, France"
45,Q1227124,item,Ourse,0.61527778,43.02166667,watercourse
46,Q1227167,item,Diphu,93.43333333,25.83333333,human settlement
47,Q1227226,item,Diplomatic Stairs,14.6114,52.4789,outdoor pathway and monument in Germany
48,Q1227283,item,Dippach,10.7135,49.9574,human settlement in Germany
49,Q1227302,item,Dippelsdorfer Teich,13.6651,51.1438,reservoir
50,Q1227391,item,Santa Caterina del Sasso,8.59694444,45.87694444,"building in Leggiuno, Italy"
51,Q1227412,item,"Aduana, Montevideo",-56.2121,-34.904666,architectural structure
52,Q1227443,item,Quintiliani,12.538593,41.915557,Rome Metro B station
53,Q1227549,item,,18.219529,46.044767,
54,Q1227727,item,Ionian Academy,19.923889,39.620833,university
55,Q1227783,item,Page,149.049,-35.2383,"suburb of Canberra, Australia"
56,Q1227787,item,Vara,9.88472222,44.15305556,river in Italy
57,Q1227803,item,Panaitoliko,21.575,38.69305556,mountain
58,Q1227941,item,Ispaster,-2.543056,43.362778,municipality of Spain
59,Q1228003,item,Kortezubi,-2.655104,43.3407404,municipality of Spain
60,Q1228157,item,"Palazzo Battaglia, Ragusa",14.74426,36.92724,palace
61,Q1228207,item,palazzo filomarino,14.253083,40.847755,"building in Naples, Italy"
62,Q1228212,item,Palazzo Giovene,16.6003716,41.2052509,"palazzo in Molfetta, Italy"
63,Q1228217,item,Palazzo Orsini di Gravina,14.251462,40.845237,"building in Naples, Italy"
64,Q1228236,item,Hafenbar,13.3835,52.5305,club and karaoke bar in Berlin
65,Q1228267,item,Palazzo Tufarelli,14.25453,40.84825,"building in Naples, Italy"
66,Q1228280,item,Palazzo De Scorciatis,14.257204,40.851813,"building in Naples, Italy"
67,Q1228297,item,Brette-les-Pins,0.33694444444444,47.911111111111,"commune in Sarthe, France"
68,Q1228299,item,Palazzo del Senato,9.19889,45.4703,palazzo
69,Q1228340,item,Dissé-sous-Ballon,0.2975,48.237222222222,"commune in Sarthe, France"
70,Q1228365,item,Alsdorfer Ölmühle,6.1457,50.8645,
71,Q1228388,item,Herz-Jesu-Kirche (Mayen),7.22255,50.3271,"church building in Mayen, Germany"
72,Q1228416,item,Ahrensbök Charterhouse,10.5717,54.0122,monastery
73,Q1228491,item,Ohio Brush Creek,-83.4526893,38.6736855,river in the United States of America
74,Q1228514,item,Kastro,24.655,40.67,Village on the Greek island of Thasos
75,Q1228713,item,,18.973389,48.154506,
76,Q1228714,item,Palóc Museum,19.2899,48.0749,museum in Balassagyarmat
77,Q1228790,item,Les Cabanyes,1.6902777777778,41.373055555556,Place in Spain
78,Q1228850,item,,8.6191,48.1981,castle
79,Q1228864,item,,31.766666666667,55.6,"human settlement in Demidovsky District, Smolensk Oblast, Russia"
80,Q1228915,item,Somme-Bionne,4.7247222222222,49.094444444444,"commune in Marne, France"
81,Q1228942,item,Montaigu,5.5686111111111,46.659444444444,"commune in Jura, France"
82,Q1228989,item,Disney Dream,-80.61,28.41,cruise ship
83,Q1228994,item,Fausttürmchen,11.5683,48.1334,tower
84,Q1229102,item,Pannóniatelep,19.0235854,47.659026,"city quarter of Szentende, Hungary"
85,Q1229168,item,canton of Manosque-Sud-Ouest,5.78388889,43.83416667,canton of France (until March 2015)
86,Q1229222,item,,10.6092,49.3933,human settlement in Germany
87,Q1229289,item,Albinyana,1.486748,41.2454739,municipality of Spain
88,Q1229427,item,,31.062222222222,55.545555555556,"human settlement in Velizhsky District, Smolensk Oblast, Russia"
89,Q1229448,item,,31.214166666667,55.587222222222,"human settlement in Velizhsky District, Smolensk Oblast, Russia"
90,Q1229508,item,Wappingers Falls Village Hall,-73.918055555556,41.596944444444,city hall
91,Q1229607,item,Riba-roja d'Ebre,0.485558,41.251446,municipality of Spain
92,Q1229613,item,Herboldshausen,9.2748,51.0448,human settlement in Germany
93,Q1229638,item,Gemmenich Tunnel,6.021667,50.753333,
94,Q1229647,item,Santa Oliva,1.55224,41.25335,municipality of Spain
95,Q1229654,item,East Hawaii Cultural Center,-155.08833333333,19.724722222222,"cultural center in Hilo, Hawaii"
96,Q1229721,item,,7.63639,47.5653,
97,Q1229770,item,Museum of John Paul II Collection,21.002275,52.24215,art museum
98,Q1229869,item,Iganga District,33.466666666667,0.7,districts of Uganda
99,Q1229881,item,Kaabong District,34.116666666667,3.5166666666667,districts of Uganda
100,Q1229917,item,Palais de la Légion d'Honneur,2.324444,48.860361,French museum
101,Q1229972,item,"Magdalena District, Chachapoyas",-77.90167,-6.37273,district of Peru
102,Q1230048,item,Parco Virgiliano,14.18083333,40.79972222,
103,Q1230051,item,Sandakan District,118.11527778,5.83888889,"district in Sabah, Malaysia"
104,Q1230075,item,Santa Catalina District,-78.06123,-6.11276,district of Peru
105,Q1230094,item,Tingo District,-77.90961,-6.37317,district of Peru
106,Q1230107,item,Els Guiamets,0.7525,41.10149,municipality of Spain
107,Q1230115,item,Puigdàlber,1.7013888888889,41.406111111111,municipality of Spain
108,Q1230151,item,Otter Cove,-3.35868,50.6113,"cove on the south coast of Devon, England"
109,Q1230192,item,Müddersheim,6.6636111111111,50.7525,human settlement in Germany
110,Q1230278,item,,9.8231,54.0621,
111,Q1230345,item,Dittelsdorf,14.872741666667,50.953183333333,human settlement in Germany
112,Q1230360,item,Dittersbach,13.9833,51.0397,village in Germany
113,Q1230367,item,,11.2375,50.6508,human settlement in Germany
114,Q1230373,item,,10.2492545,51.0557414,
115,Q1230381,item,Ditteshof,16.3556,48.2338,architectural structure
116,Q1230423,item,Țărmure,22.757429,47.353532,"village in Sălaj County, Romania"
117,Q1230449,item,Parádfürdő,20.0572645,47.929225,spa town
118,Q1230512,item,Pasarét Franciscan Church,18.9931,47.5241,church
119,Q1230575,item,Willy-Sachs-Stadion,10.2031,50.0514,football stadium
120,Q1230651,item,Diocese of Llandaff,-3.21806,51.4958,Anglican Church in Wales diocese
121,Q1230680,item,Pastviny,12.15305556,50.27583333,village in Cheb District of Karlovy Vary region
122,Q1230882,item,Charioteer of Delphi,22.49980556,38.48030556,sculpture
123,Q1230886,item,Vicus Turris,10.766666666666667,34.733333333333334,titular see in Tunisia
124,Q1231054,item,Battle of Gaza,34.45,31.51666667,battle in 312 BCE
125,Q1231158,item,Crusinallo,8.4080555555556,45.89,frazione of Italy
126,Q1231221,item,Attignat-Oncin,5.7758333333333,45.508333333333,"commune in Savoie, France"
127,Q1231270,item,Hermillon,6.3622222222222,45.298333333333,"commune in Savoie, France"
128,Q1231403,item,Bishopric of Trent,11.1214,46.0674,"ecclesiastical principality and constituent state of the Holy Roman Empire, 1027–1803"
129,Q1231461,item,Muling,130.5212,44.91643,"county-level city in Heilongjiang, China"
130,Q1231466,item,Hommerich,7.28472,51.0078,human settlement in Germany
131,Q1231469,item,Naval Medical Institute,10.0944913,54.3397067,German Naval Medical Institute
132,Q1231530,item,Pritzhagen,14.102389,52.589048,"village in Brandenburg state, Germany"
133,Q1231770,item,Tempi Municipality,22.492222222222,39.8025,municipality of Thessaly in Greece
134,Q1231836,item,Steventon,-1.218889,51.230278,"village in Hampshire, England"
135,Q1231908,item,,7.60123,49.2668,
136,Q1231916,item,Lutheran Diocese of Katowice,19.027639,50.259028,
137,Q1231992,item,Oltre Giuba,41.344985,-0.613007,Italian colony
138,Q1232094,item,Dragonera,2.321389,39.583889,"island in Balearic Islands, Spain"
139,Q1232107,item,Jbel Saghro,-5.64412,31.14318,mountain in Morocco
140,Q1232119,item,,11.3578,48.4108,human settlement in Germany
141,Q1232123,item,Isthmia,22.9925,37.91527778,"ancient Greek sanctuary, and current archaeological site"
142,Q1232143,item,Pelhřimov,12.3414,50.0622,village in Cheb District of Karlovy Vary region
143,Q1232190,item,Institut d'Égypte,31.235928,30.042164,
144,Q1232203,item,Diakopto,22.19805556,38.19138889,human settlement
145,Q1232244,item,Friebertshausen,8.64,50.7733,human settlement in Germany
146,Q1232270,item,Haus Schulenburg,12.0607,50.8671,architectural structure
147,Q1232309,item,Djérem,12.615833333333,6.4669444444444,department of Cameroon
148,Q1232371,item,Dlouhý Újezd,12.628521858702,49.768412035309,village in Tachov District of Plzeň region
149,Q1232544,item,Yeelirrie uranium project,120.083,-27.2667,mineral deposit in Western Australia
150,Q1232601,item,Salbker See I,11.6704,52.091,lake in Germany
151,Q1232648,item,Hirzbacher Kapelle,8.96322,50.2189,
152,Q1232814,item,Phthia,22.53333333,38.9,in Greek mythology city or district in ancient Thessaly
153,Q1232885,item,Oberwesterwaldkreis,7.9725,50.563888888889,district of Prussia
154,Q1232964,item,Osu Station,127.321,35.5429,train station in South Korea
155,Q1233052,item,Johanneskirche,7.178313,51.514248,church
156,Q1233092,item,,8.88906,51.016,human settlement in Germany
157,Q1233103,item,Doane Rock,-69.9578,41.8442,rock formation
158,Q1233131,item,Castra Vindolanda,-2.3671,54.9902,Roman fort in Northern England
159,Q1233155,item,,11.648,52.0513,
160,Q1233169,item,Dobele crater,23.25,56.583333,impact crater in Latvia
161,Q1233236,item,Dobian,11.5214,50.6533,human settlement in Germany
162,Q1233287,item,,13.464,53.3305,lake in Germany
163,Q1233346,item,Kovářská,13.053974118967,50.438321578247,municipality of the Czech Republic
164,Q1233373,item,,19.1,47.5,
165,Q1233389,item,Pesthidegkút,18.9129022,47.624017,urban district
166,Q1233410,item,L'Aleixar,1.0458,41.20159,municipality of Spain
167,Q1233434,item,Serneus Reformed Church,9.84011,46.8906,church
168,Q1233450,item,Pradell de la Teixeta,0.87561,41.15658,municipality of Spain
169,Q1233479,item,Dobrock,9.08888,53.7244,human settlement in Germany
170,Q1233483,item,Pestújhely,19.124722222222,47.535,"municipality in Hungary, it belongs to Budapest District XV"
171,Q1233488,item,Dobrkovice,17.669515412559,49.094458100857,village in Zlín District of Zlín region
172,Q1233519,item,El Lloar,0.75044,41.18634,municipality of Spain
173,Q1233549,item,Dobrovolsk,22.5,54.766666666667,"human settlement in Krasnoznamensky District, Kaliningrad Oblast, Russia"
174,Q1233557,item,Dobrošov,16.2,50.40277778,village in Náchod District of Hradec Králové region
175,Q1233599,item,Dobrzęcino,16.8912,54.393,village of Poland
176,Q1233604,item,Dobrá Voda,14.72388889,48.74027778,village in České Budějovice District of South Bohemian region
177,Q1233640,item,Samnye Station,127.064,35.9067,train station in South Korea
178,Q1233687,item,Lepanto metro station,12.466261,41.911564,Rome Metro station
179,Q1233764,item,Doric hexapolis,28.0,37.0,Federation of six cities of Dorian foundation
180,Q1233845,item,Rancho Seco Nuclear Generating Station,-121.122,38.3453,"decommisioned nuclear power plant in California, USA"
181,Q1233870,item,Tomb of Petosiris,30.8,27.7833,
182,Q1233993,item,documenta 6,9.497916666666667,51.315777777777775,"art exhibition in Kassel, Germany"
183,Q1234080,item,L'Ajoupa-Bouillon,-61.114444444444,14.824722222222,French commune in Martinique
184,Q1234117,item,Aguts,1.9205555555556,43.530555555556,"commune in Tarn, France"
185,Q1234240,item,Lake Copais,23.05,38.45,"ancient lake in Greece, now dry"
186,Q1234259,item,Songjeong Station (Busan),129.2,35.1809,train station in South Korea
187,Q1234373,item,,19.83913888888889,46.70872222222222,
188,Q1234393,item,canton of Fécamp,0.348912846154,49.7257681795,canton of France
189,Q1234509,item,Schönhaide,12.3333,50.8467,human settlement in Germany
190,Q1234519,item,Inchcailloch,-4.5558333333333,56.081111111111,"island in Stirling, Scotland, UK"
191,Q1234522,item,Röglitz,12.1303,51.3992,human settlement in Germany
192,Q1234548,item,canton of Allonnes,0.011761,47.30133429,canton of France (until March 2015)
193,Q1234550,item,,10.9695,49.0326,villa
194,Q1234600,item,Nawon Station,129.215186,35.885383,train station in South Korea
195,Q1234629,item,,7.75815,47.548319444444,
196,Q1234724,item,"German Village, Namhae",128.04,34.79888889,
197,Q1234765,item,Radstock,-2.4477,51.2927,"town in Somerset, England"
198,Q1234779,item,Thornbury,-2.5249,51.6094,"market town in South Gloucestershire, Gloucestershire, England"
199,Q1234812,item,Doha Corniche,51.537222222222,25.291388888889,geographical object
200,Q1234840,item,Bideford,-4.2171,51.0162,"town in Devon, England"
201,Q1234893,item,Dohrenbach,9.83361,51.3106,human settlement in Germany
202,Q1234897,item,Saint-Jean-de-la-Motte,0.056388888888889,47.742222222222,"commune in Sarthe, France"
203,Q1234954,item,Leienbach,7.6325,51.0306,human settlement in Germany
204,Q1234964,item,Palmer River,133.414357,-24.765792,river
205,Q1234967,item,Steinkirchen (Wassenberg),6.09822,51.1125,human settlement in Germany
206,Q1235010,item,Aliartos,23.1,38.36666667,town in Central Greece
207,Q1235103,item,Elk Creek,-122.756,42.6622,tributary of the Rogue River in Oregon
208,Q1235117,item,,12.8917,51.3231,reservoir
209,Q1235119,item,Doktorshöhle,11.276501,49.799822,cave in Germany
210,Q1235154,item,Polcevera,8.876992,44.411497,river in Italy
211,Q1235177,item,Herborn–Montabaur railway line,7.96774,50.5653,railway line in Germany
212,Q1235188,item,Dokumentationszentrum Alltagskultur der DDR,14.6312,52.1422,museum in Germany
213,Q1235191,item,Bergen-Belsen Memorial,9.91106,52.7577,Memorial of the former concentration camp Bergen-Belsen in the Lüneburg Heath
214,Q1235247,item,,22.41666667,54.45,"human settlement in Nesterovsky District, Kaliningrad Oblast, Russia"
215,Q1235307,item,Calne,-2.0042694444444,51.4353,"town in Wiltshire, England, UK"
216,Q1235344,item,,7.9,51.021,human settlement in Germany
217,Q1235366,item,Dolce,13.393447324801,49.552960320661,village in Plzeň-jih District of Plzeň region
218,Q1235440,item,Monastiraki,23.72361,37.97639,"square and neighborhood in Athens, Greece"
219,Q1235462,item,Velino,12.716667,42.55,Italian river
220,Q1235486,item,,12.3711,49.9333,human settlement in Germany
221,Q1235494,item,Dolfynstrand,14.540555555556,-22.835555555556,human settlement
222,Q1235554,item,Maxim's,2.32222222,48.86736111,restaurant located in Paris
223,Q1235580,item,Kloster Weyarn,11.7964,47.8575,monastery
224,Q1235592,item,,15.1807,47.6122,mountain hut
225,Q1235608,item,Paris Diderot University,2.380833,48.829722,French university existing from 1971 to 2019
226,Q1235697,item,Dollberg,7.01444444,49.62972222,mountain
227,Q1235702,item,Dollbergen,10.175,52.4125,human settlement in Germany
228,Q1235709,item,Dollendorfer Hardt,7.19861,50.7044,"mountain in the Siebengebirge mountain range, Germany"
229,Q1235737,item,County of Aragon,-0.55,42.55,countship (802-1035)
230,Q1235760,item,,10.3662,48.5522,
231,Q1235769,item,,9.19275,49.1316,church
232,Q1235839,item,Balma de Na Cristiana,2.8858888888889,42.485138888889,"dolmen in L'Albère, France"
233,Q1235840,item,Talačyn District,29.7,54.4167,district of Belarus
234,Q1235841,item,Großsteingrab Birkenmoor 14,10.0743,54.4434,dolmen
235,Q1235872,item,Northam,-4.2104,51.0393,"town and civil parish in Devon, England"
236,Q1235917,item,Dergernau Dolmen,8.39455,47.6652,"megalithic tomb in Wutöschingen, Germany"
237,Q1235923,item,Fontanaccia dolmen,8.91805556,41.52944444,"dolmen in Sartène, France"
238,Q1235948,item,Dolmen di Ladas,9.1788,40.944,"dolmen in Luras, Italy"
239,Q1235951,item,Großsteingrab Loose,9.89713,54.5341,dolmen
240,Q1235952,item,Loubressac dolmen,0.68027778,46.42083333,"dolmen in Civaux, France"
241,Q1235961,item,Nécropole néolithique du Petit-Chasseur,7.3492,46.23087,dolmen
242,Q1235986,item,,12.39819444,53.68023889,dolmen
243,Q1235990,item,Årslev Dyssen,10.086009,56.153012,dolmen
244,Q1236018,item,,25.91305556,45.70944444,
245,Q1236023,item,Kunsthalle Mainz,8.2626,50.0122,museum in Germany
246,Q1236075,item,Wheatland,-77.6756,39.1908,"unincorporated community in Virginia, United States"
247,Q1236089,item,Pottstemmer,7.14916,51.3051,human settlement in Germany
248,Q1236134,item,Dolní Loučky,16.358732586634,49.361024858682,village in Brno-venkov District of South Moravian region
249,Q1236149,item,,7.5899,52.8373,dolmen
250,Q1236173,item,Hochkünzelspitze,10.0303,47.2717,mountain
251,Q1236185,item,Dolní Pohleď,15.133570568069,49.74347730404,village in Kutná Hora District of Central Bohemian region
252,Q1236204,item,Alburg,12.5389,48.8667,human settlement in Germany
253,Q1236241,item,Dolní Zálezly,14.043178978708,50.597401003103,village in Ústí nad Labem District of Ústí nad Labem region
254,Q1236299,item,Feital,-7.2775,40.748055555556,locality and former civil parish in Portugal
255,Q1236432,item,canton of Mirambeau,-0.56666666666667,45.383333333333,canton of France (until March 2015)
256,Q1236441,item,"Dolsk, West Pomeranian Voivodeship",14.83944444,52.80722222,village of Poland
257,Q1236443,item,Heidesee,10.5019,52.4839,lake in Germany
258,Q1236450,item,Tansania-Park,10.133889,53.583611,monument
259,Q1236465,item,Dolton,-87.5986,41.6275,"village in Cook County, Illinois, United States"
260,Q1236725,item,,11.5978,48.185,
261,Q1236752,item,Lago di Montepulciano,11.924722222222,43.091666666667,lake in Tuscany
262,Q1236794,item,Civitella d'Arna,12.482777777778,43.129166666667,frazione of Italy
263,Q1236848,item,"Domasławice, West Pomeranian Voivodeship",16.44388889,54.38944444,village of Poland
264,Q1236896,item,,8.91852,52.2885,voluntary association
265,Q1236932,item,,6.98694,51.4281,
266,Q1236970,item,Domburg im Hakel,11.3168,51.8763,castle ruin
267,Q1236987,item,"Dome, Ghana",-0.235,5.655,human settlement
268,Q1237145,item,Walbrecken,7.29417,51.2281,human settlement in Germany
269,Q1237152,item,"Kloster Gnadenthal, Hesse",8.2152,50.3093,"former Cistercisian nunnery, now ecumenical community"
270,Q1237227,item,Monte Peglia,12.2096,42.8181,mountain
271,Q1237388,item,,8.347206,49.795478,
272,Q1237437,item,canton of Vesoul-Ouest,6.15583334,47.62305557,canton of France (until March 2015)
273,Q1237469,item,Theresa,-88.4592,43.5058,"village in Dodge County, Wisconsin"
274,Q1237499,item,Ploštín,19.6047739,49.0569389,
275,Q1237533,item,1910 Los Angeles International Air Meet at Dominguez Field,-118.25,33.86,"former early airport in California, United States"
276,Q1237720,item,St. Dominic's Abbey,-7.887833333333333,52.518027777777775,Monastery ruin
277,Q1237773,item,Podhrad,12.397860833333,50.058298888889,village in Cheb District of Karlovy Vary region
278,Q1237872,item,Poduri,24.061072,46.634584,"village in Mureș County, Romania"
279,Q1237876,item,,11.8579,47.1574,
280,Q1237939,item,Coptic Catholic Eparchy of Minya,30.75,28.0833,eparchy
281,Q1237956,item,"Dominikanerinnenkonvent, Hacking",16.2628,48.193,church
282,Q1237968,item,Dominikanerkirche,7.63083,51.9619,church
283,Q1237986,item,Dominikanerkloster (Landshut),12.1558333333333,48.5369444444444,"building in Landshut, Lower Bavaria, Germany"
284,Q1238011,item,Hörnum Odde,8.2926027777778,54.745833333333,heath
285,Q1238061,item,canton of Archiac,-0.31666666666667,45.516666666667,canton of France (until March 2015)
286,Q1238068,item,,10.6636,49.3439,human settlement in Germany
287,Q1238113,item,1992 1. deild,-6.76667,62.0167,football league season
288,Q1238187,item,,7.30333,51.5994,castle ruin
289,Q1238319,item,,21.054268,47.855805,bridge
290,Q1238387,item,Hasbergen,8.65997,53.0756,human settlement in Germany
291,Q1238393,item,Kranscheid,7.00151,50.467,human settlement in Germany
292,Q1238428,item,Seichereck,10.361111111111,47.351944444444,mountain
293,Q1238464,item,Domjüchsee,13.131511111111,53.331138888889,"lake in Neustrelitz, Mecklenburg-Vorpommern, Germany"
294,Q1238472,item,Domstift Münster,7.625556,51.963056,"Cathedral chapter of Münster, Germany"
295,Q1238536,item,Dommermühle,7.524,51.06,human settlement in Germany
296,Q1238549,item,Dommel,5.3458333333333,51.626666666667,small river in Belgium and the Netherlands
297,Q1238558,item,Dom Museum Wien,16.3742,48.2087,"museum located on Stephansplatz, Vienna, housing historic art of St. Stephen's Cathedral, the Archdiocese of Vienna, and modern & contemporary art."
298,Q1238678,item,,10.7094,48.6839,human settlement in Germany
299,Q1238692,item,,10.6875,53.8611,school
300,Q1238705,item,Domsdorf,13.4125,51.5742,human settlement in Germany
301,Q1238721,item,Art clock by Josef Greß,12.204,47.8601,World's largest art clock at Stephanskirchen am Simssee in the district of Rosenheim
302,Q1238767,item,Domus Tiberiana,12.48623,41.89024,"an Imperial Roman palace in ancient Rome, located on the northwest corner of the Palatine Hill"
303,Q1238819,item,"Don-Bosco-Kirche, Basel",7.60889,47.5542,church
304,Q1238820,item,Église Saint-Jean-Bosco,2.3980556,48.855,"church located in Paris, in France"
305,Q1238835,item,Połupino,17.513888888889,54.354166666667,village of Poland
306,Q1238851,item,Don,0.08027778,48.6925,watercourse
307,Q1238913,item,Voukolies,23.80055556,35.46694444,human settlement
308,Q1239046,item,Schmachter See,13.596944444444,54.396666666667,"lake in Vorpommern-Rügen District, Mecklenburg-Vorpommern, Germany"
309,Q1239063,item,,11.5072,50.1758,castle
310,Q1239120,item,Kleinkastell Robern,9.1602777777778,49.465833333333,
311,Q1239179,item,Hardbrücke,8.5171722222222,47.385144444444,"bridge in Wipkingen (ZH), Switzerland"
312,Q1239197,item,Tart Abbey,5.24334,47.18403,"abbey located in Côte-d'Or, in France"
313,Q1239269,item,Rappenhof,9.30188,49.1395,"quarter of Weinsberg, Baden-Württemberg, Germany"
314,Q1239384,item,,10.2597,50.9512,mountain
315,Q1239475,item,Don River,149.851699,-23.953354,river in Australia
316,Q1239690,item,"Postal Museum, Hollókő",19.5880954,47.9989497,
317,Q1239940,item,Ganchi Station,126.621,36.2098,train station in South Korea
318,Q1240074,item,Itea,22.43333333,38.43333333,town
319,Q1240172,item,Poggio-d'Oletta,9.3625,42.639444444444,"commune in Haute-Corse, France"
320,Q1240193,item,Micoud Quarter,-60.93333333,13.8,quarter of Saint Lucia
321,Q1240201,item,,17.089405,-22.546806,
322,Q1240206,item,Viggianello,8.9519444444444,41.680833333333,"commune in Corse-du-Sud, France"
323,Q1240230,item,,14.77,46.9579,
324,Q1240250,item,Koblenz-Arzheim,7.6325,50.355,human settlement in Germany
325,Q1240321,item,Sant'Andréa-di-Cotone,9.4794444444444,42.313333333333,"commune in Haute-Corse, France"
326,Q1240339,item,,13.7245,51.0327,architectural structure
327,Q1240347,item,,7.47758,51.2166,human settlement in Germany
328,Q1240409,item,Pristava,15.73442964,46.0754144,human settlement
329,Q1240498,item,Nampo Station,126.596,36.3119,train station in South Korea
330,Q1240504,item,Rapaggio,9.39,42.3725,"commune in Haute-Corse, France"
331,Q1240516,item,Quercitello,9.3502777777778,42.426111111111,"commune in Haute-Corse, France"
332,Q1240598,item,Ruhnu,23.25,57.8,island in Estonia
333,Q1240681,item,Rusio,9.2608333333333,42.361666666667,"commune in Haute-Corse, France"
334,Q1240718,item,Venzolasca,9.4566666666667,42.483888888889,"commune in Haute-Corse, France"
335,Q1240773,item,Wettringen,10.4144,50.1689,"borough of Stadtlauringen, Germany"
336,Q1240868,item,,22.76728,49.78498,
337,Q1240888,item,Krabonoš,14.944218611111,48.808508055556,cadastral area in Jindřichův Hradec District
338,Q1240906,item,Rowley Shoals,119.36645555556,-17.350638888889,group of three atoll-like coral reefs in Indian Ocean off northwestern coast of Western Australia
339,Q1240930,item,,16.3853,48.2122,
340,Q1241004,item,Church Heinrichskirche in Mauthausen,14.5222,48.2395,church building in Upper Austria
341,Q1241016,item,Lühnde,9.948094444444445,52.27295,municipality in Germany
342,Q1241037,item,,16.3797,48.2041,fountain with a sculpture (''Donauweibchen'') in the Stadtpark of Vienna
343,Q1241126,item,Dondo,34.75,-19.61666667,city
344,Q1241154,item,Botley,-1.27164,50.9145,"village in Hampshire, England, UK"
345,Q1241160,item,Sharpness,-2.481,51.722,"village in Gloucestershire, United Kingdom"
346,Q1241240,item,Royal Exchange,-0.087222222222222,51.513611111111,"building in the City of London, England"
347,Q1241311,item,Giessbachbahn,8.0225,46.7349,funicular railway on the shore of Lake Brienz in the Swiss canton of Bern
348,Q1241322,item,Hutsburg,10.2434,50.5502,castle ruin
